Resturant_Name,reviews 
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
ROOH,"There's been a new wave of contemporary Indian restaurants popping up in San Francisco over the past two years. To be honest, I hadn't tried any of them. I don't eat Indian food too often, and when I do I usually just go somewhere convenient, homey, and what friends tell me is authentic. But my bf's Indian roommate eats Indian food every single day (ok maybe sometimes he orders Thai curry lol), and ROOH has his definitive stamp of approval. So when we were planning a double date, roomie and roomie's gf suggested this place and it was perfect. Indian food is [obviously] very flavorful, but all the dishes we tried at ROOH had so many elevated dimensions of flavor that it was truly a culinary treat.We ordered:-DAHI PURI: Perfect opening to our meal. Delicate, flaky puri shells filled with avocado, tamarind, mint/cliantro chutney, and yogurt mousse. They were little bites of deliciousness.-MASALA JACKFRUIT TACO: I'm Southeast Asian, so I'm used to eating jackfruit in desserts and had no idea it can be used as a meat substitute. I was pleasantly surprised how the jackfruit wasn't diced but actually shredded and cooked to a meaty texture. Very cool to try!-TANDOORI SMOKED PORK RIBS: There ribs were so fall off the bone that all the meat fell off when I picked it up from the plate. I'm a pretty carnivorous eater, so I was happy when these arrived to our table. It was also fascinating to taste how a tandoori oven imparts a subtly different smokiness to meat. Definitely recommend if you're a meat lover like me.-ARTICHOKE AND FAVA DUMPLING: We wanted to try the paneer pinwheels but our waiter said they're pretty much the same as the butter chicken and recommended this instead. These were good but not a standout. Honestly one of those times that the waiter should've just let us order what we were going to order.-TRADITIONAL BUTTER CHICKEN: Probably the most luscious, tender chicken I've ever had in a curry. On saffron rice or dunked into with some garlic naan, the sauce was fantastic and the most gluttonous part of my dining experience. It was the most traditional dish of everything we'd tried, but it was still my favorite part.-KASHMIRI LAMB GUSHTABA: Spicy meatballs in a curry sauce. My friend told me about Kashmir-- the beautiful Himalayan region that's unfortunately become a conflict zone between India and Palestine. Perhaps too heavy for a Yelp review, but Kashmir has been in the news a lot these past few days and it's literally given me food for thought. I know it sounds dramatic, but it was a humbling, contemplative experience getting to eat this dish from a culture that's experienced so much turmoil. It's probably also why I had such a unique dining experience here.Other staples: Garlic naan, plain naan, avocado garlic raita, saffron rice. Yum, yum, yum, and yum.Needless to say, I had a lovely meal at ROOH. Best of all, it's made its case that Indian cuisine can be both comfort food as well as a culinary affair. Brb while I eat at all the other new Indian restaurants."
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
Pizza Squared,"I've never had Detroit style pizza before! I'm usually not a fan of the crust or anything with too much dough but I must say I really did enjoy the slices I had here. The dough was nice and soft but the sides were crispy even as leftovers! (I took slices home because I couldn't finish it there)My friend and I tried:- Caramelized onion: surprisingly I liked this one a lot but maybe it's because of the caramelized onion since I normally love my pizza with meat!- Clams and bacon: this was pretty good but I wish I tasted more clams but for $6.75, I can't complain!- Pepperoni: it's not fair that i'm comparing it the Prince Street pizza in New York, but because I am, it's not as great but it's still really good crispy and curled up pepperoni! I wish it had a little more pepperoniSuper nice staff and I'm really happy about the pricing $6-$6.75 for pretty large rectangle slices. There's no seating but there's a small standing area for you to enjoy your pizza! I will definitely be back to try their other slices :)"
jū-ni,"My best omakase experience to date and a Michelin Star so well deserved! Make reservations in advance because seating is only limited to 12 people, 1 chef per 4 guests, which makes the dining experience so much more intimate and focused. We ate an 18 course omakase menu and every bite made my eyes close with satisfaction. Each nigiri is prepared right in front of you and I didn't think it was possible to taste fish the way I did that night. My favorite pieces of the night were the Copper River King Salmon, Ume Madai (Plum Snapper), Zuke Sake (White Soy Cured King Salmon), and Hon Maguro (Sustainable Bluefin Tuna). The homemade hojicha ice cream at the end was the perfect way to end the meal. Loved our time here and enjoyed every moment of it. Thank you so much for a wonderful meal!"
jū-ni,"My best omakase experience to date and a Michelin Star so well deserved! Make reservations in advance because seating is only limited to 12 people, 1 chef per 4 guests, which makes the dining experience so much more intimate and focused. We ate an 18 course omakase menu and every bite made my eyes close with satisfaction. Each nigiri is prepared right in front of you and I didn't think it was possible to taste fish the way I did that night. My favorite pieces of the night were the Copper River King Salmon, Ume Madai (Plum Snapper), Zuke Sake (White Soy Cured King Salmon), and Hon Maguro (Sustainable Bluefin Tuna). The homemade hojicha ice cream at the end was the perfect way to end the meal. Loved our time here and enjoyed every moment of it. Thank you so much for a wonderful meal!"
jū-ni,"My best omakase experience to date and a Michelin Star so well deserved! Make reservations in advance because seating is only limited to 12 people, 1 chef per 4 guests, which makes the dining experience so much more intimate and focused. We ate an 18 course omakase menu and every bite made my eyes close with satisfaction. Each nigiri is prepared right in front of you and I didn't think it was possible to taste fish the way I did that night. My favorite pieces of the night were the Copper River King Salmon, Ume Madai (Plum Snapper), Zuke Sake (White Soy Cured King Salmon), and Hon Maguro (Sustainable Bluefin Tuna). The homemade hojicha ice cream at the end was the perfect way to end the meal. Loved our time here and enjoyed every moment of it. Thank you so much for a wonderful meal!"
jū-ni,"My best omakase experience to date and a Michelin Star so well deserved! Make reservations in advance because seating is only limited to 12 people, 1 chef per 4 guests, which makes the dining experience so much more intimate and focused. We ate an 18 course omakase menu and every bite made my eyes close with satisfaction. Each nigiri is prepared right in front of you and I didn't think it was possible to taste fish the way I did that night. My favorite pieces of the night were the Copper River King Salmon, Ume Madai (Plum Snapper), Zuke Sake (White Soy Cured King Salmon), and Hon Maguro (Sustainable Bluefin Tuna). The homemade hojicha ice cream at the end was the perfect way to end the meal. Loved our time here and enjoyed every moment of it. Thank you so much for a wonderful meal!"
jū-ni,"My best omakase experience to date and a Michelin Star so well deserved! Make reservations in advance because seating is only limited to 12 people, 1 chef per 4 guests, which makes the dining experience so much more intimate and focused. We ate an 18 course omakase menu and every bite made my eyes close with satisfaction. Each nigiri is prepared right in front of you and I didn't think it was possible to taste fish the way I did that night. My favorite pieces of the night were the Copper River King Salmon, Ume Madai (Plum Snapper), Zuke Sake (White Soy Cured King Salmon), and Hon Maguro (Sustainable Bluefin Tuna). The homemade hojicha ice cream at the end was the perfect way to end the meal. Loved our time here and enjoyed every moment of it. Thank you so much for a wonderful meal!"
